track_name,artists,tempo,energy,loudness,valence
Оу щит,kizaru,134.047,0.571,-7.1,0.311
Adi Yendi Pulla,Yuvan Shankar Raja,172.047,0.477,-12.117,0.452
River Flows in You,Yiruma,145.703,0.292,-19.285,0.346
Такси,Александр Добронравов,69.027,0.61,-6.855,0.643
Good Day,Surfaces,124.966,0.353,-12.17,0.863
Ebrio de Amor,Valentín Elizalde,104.666,0.593,-5.761,0.964
Ángeles Con Una Sola Ala,Dragonfly,110.002,0.974,-3.352,0.174
Nem Dói Mais - Ao Vivo,Matheus & Kauan,159.833,0.93,-3.958,0.427
"Hakuna Matata (From ""The Lion King 1½"") - From ""The Lion King""/Soundtrack",Nathan Lane;Ernie Sabella;Jason Weaver;Joseph Williams,80.538,0.597,-7.958,0.657
Close To Me,Ellie Goulding;Diplo;Swae Lee,144.081,0.75,-5.042,0.475
Zero O' Clock,Smyang Piano,76.011,0.0727,-22.57,0.165
Aurora - Mixed,alva noto;Ryuichi Sakamoto,119.95,0.0454,-28.97,0.0757
知足,Mayday,80.449,0.232,-9.029,0.364
The Power,Duke Dumont;Zak Abel,121.929,0.831,-6.757,0.191
Mantaro,William Luna,102.021,0.584,-7.353,0.874
櫻花草,Sweety,148.118,0.583,-4.913,0.39
While My Guitar Gently Weeps,The Beatles,122.61,0.163,-14.445,0.216
Welcome To London,Charlie Sparks (UK),144.995,0.964,-8.336,0.478
Ova Dweet (Mixed),Popcaan,128.454,0.673,-7.685,0.539
It's Christmas,Jamie Cullum,123.855,0.447,-7.932,0.365
wherever you would call me,Zaini,109.989,0.396,-13.093,0.0352
All I Want For Christmas Is You,Jamie Cullum,127.862,0.274,-11.686,0.479
Cassandra,The Naked And The Dead,177.502,0.987,-4.283,0.399
Six Million Dollar Rock Dub,King Tubby,67.803,0.751,-8.97,0.614
Snapshot,Roni Size;Reprazent,169.839,0.863,-3.394,0.796
Ladrón de Mi Cerebro,Patricio Rey y sus Redonditos de Ricota,109.851,0.784,-7.609,0.572
Cumbia De La Media Noche,Linda Vera,204.456,0.699,-3.618,0.929
About Damn Time,Lizzo,108.966,0.743,-6.305,0.722
It's Not Cricket,Squeeze,133.639,0.658,-11.523,0.934
Menino do Rio,Baby Do Brasil,152.498,0.548,-9.26,0.395
20 de abril,Celtas Cortos,114.016,0.866,-5.135,0.826
Fue en un Cafe,Los Apson,106.25,0.458,-5.547,0.718
Sakhiyaan,Maninder Buttar,83.001,0.674,-5.932,0.359
Easier to Run - Live LP Underground Tour 2003,Linkin Park,105.018,0.92,-4.723,0.315
Werewolves of London,Glee Cast,110.025,0.904,-6.162,0.866
Como Camarón,Estopa,140.4,0.721,-9.615,0.843
Underneath (feat. Linney),Gammer;Linney,134.956,0.949,-4.353,0.246
Aao Chalein,Taba Chake,127.656,0.637,-7.367,0.819
Bread Over Bed,Omar S,122.961,0.899,-8.484,0.491
Dont Go Away - Zombie Disco Squad Remix,Kolombo;Loulou Players,123.986,0.564,-8.028,0.639
Hum To Bhai Jaise Hain,Madan Mohan;Lata Mangeshkar;Javed Akhtar,97.991,0.804,-6.191,0.578
Paw Patrol Opening Theme,The Party Cats,109.976,0.84,-7.395,0.771
Battle of Evermore,Blind Faith,145.092,0.416,-13.251,0.374
Abra os Meus Olhos,Jozyanne,139.93,0.693,-5.845,0.352
Coconut Grove,Deep Chills,119.998,0.725,-6.542,0.956
The Wedding,Jóhann Jóhannsson,134.836,0.231,-16.365,0.274
Do You Really Want To Hurt Me,Culture Club,100.78,0.376,-14.996,0.42
Trampoline - Jauz Remix,SHAED;Jauz,126.553,0.606,-6.604,0.119
Setentista,Attaque 77,156.023,0.907,-4.422,0.668
Diante do Rei,Vida Reluz,129.839,0.324,-10.63,0.117
Allt finns kvar,Eleonora Feldt,59.386,0.0112,-35.577,0.0379
Heaven Is A Place On Earth,Nora Van Elken,122.854,0.845,-3.957,0.307
Cold Shoulders,Prateek Kuhad,129.604,0.213,-15.379,0.204
Melhor Lugar: Sessão Acústica,Marcelo Markes,126.957,0.298,-12.329,0.105
Eden,Monkey Majik,84.033,0.752,-5.212,0.462
Mosaïque,Ash,92.968,0.773,-5.789,0.236
De Mandadores y Mandados,Ricardo Iorio;Cianciarulo,145.307,0.986,-5.393,0.617
Long Live Cowgirls,Ian Munsick;Cody Johnson,195.663,0.432,-5.957,0.286
Los,Plaid,192.019,0.847,-9.404,0.227
O Tannenbaum,Dave Brubeck,113.888,0.0134,-29.694,0.0873
Tankwa Town,Oliver Koletzki,100.008,0.401,-11.285,0.0543
backseat - remix,TJ Hickey;Bino Beats;Abstract,93.034,0.486,-10.767,0.722
First Class,Jack Harlow,106.998,0.563,-6.135,0.324
Für Dich,Mickie Krause,139.966,0.996,-2.635,0.382
Nevermore,Lamb of God,102.005,0.988,-4.409,0.199
Oh! Darling - 2019 Mix,The Beatles,173.67,0.669,-6.524,0.514
Lumen,Matteo Tura,100.01,0.909,-6.096,0.0396
Go Tell It On The Mountain / Ain't No Mountain High Enough - Medley,Gregory Porter;Anita Wilson,101.946,0.79,-5.057,0.589
Until The Morning,Thievery Corporation;Emilíana Torrini,71.975,0.432,-9.674,0.275
Weekend Vibe,Jubël,110.026,0.742,-6.363,0.74
Boomerang,Lalo Ebratt;Trapical,92.135,0.661,-5.857,0.919
Tujhe Kitna Chahne Lage,Arijit Singh,70.568,0.397,-7.556,0.303
My Wicked,GG Magree,163.969,0.805,-4.376,0.175
Take Me Up (Lego's Mix),Ralphi Rosario,123.004,0.651,-7.895,0.652
Lullabye,Emitt Rhodes,97.57,0.0584,-21.374,0.695
Deixa A Vida Me Levar,Zeca Pagodinho,105.103,0.845,-8.08,0.807
Did You Get My Message?,Confess,130.029,0.988,-3.033,0.455
Fever,Wizkid,98.008,0.806,-4.618,0.892
"Don't Ask, Don't Tell",Chelsea Grin,120.01,0.983,-3.443,0.0833
Sloop De Bleumkes,Szeukers,159.959,0.665,-6.291,0.285
Nggak Perlu,Slank,142.851,0.467,-13.932,0.396
Sign Of Life,Motionless In White,101.05,0.929,-3.246,0.429
Song of Storms,Kato,84.998,0.366,-8.91,0.317
Make It To Christmas,Alessia Cara,77.054,0.522,-7.87,0.305
El Sirenito,Plastilina Mosh,92.953,0.898,-6.861,0.875
Should I Stay or Should I Go - Remastered,The Clash,113.375,0.836,-6.465,0.82
Glue,Bicep,129.983,0.798,-7.995,0.42
千秋万歳!電波一座!,Dempagumi.Inc,168.097,0.99,-2.858,0.734
Underwear,Chris Robinson,84.172,0.33,-16.166,0.702
Reloader,Priest,115.019,0.556,-10.241,0.567
Losing Interest,itssvd;Shiloh Dynasty,111.863,0.355,-13.295,0.506
Feel It!,D-Block & S-te-Fan;D-Sturb,155.023,0.941,-2.053,0.399
Judia de Mim (Ao Vivo),Seu Jorge;Zeca Pagodinho,126.034,0.841,-6.456,0.911
Lew to pech,Ewa Konstancja Bułhak,175.498,0.544,-9.919,0.773
Lovely,Lauren Babic;Seraphim,115.1,0.563,-8.398,0.323
Ocean (feat. Khalid) - David Guetta Remix,Martin Garrix;David Guetta;Khalid,127.072,0.824,-8.251,0.36
Still Loving,Andrea Roma;Leusin,123.04,0.672,-6.848,0.0579
5 Foot 9,Tyler Hubbard,106.005,0.796,-5.609,0.53
Águas Limpas,Ministerio Ipiranga,124.921,0.601,-6.522,0.253
Fly,Ludovico Einaudi,167.972,0.178,-18.717,0.0347
Khone Do,Prateek Kuhad,122.782,0.123,-11.512,0.169
I've Earned My Time,Upon A Burning Body,127.343,0.995,-2.107,0.29
Julianne Johnson,Uncle Earl,131.212,0.494,-9.875,0.908
I've Never Been There,Yann Tiersen,99.967,0.384,-7.193,0.766
Gabriel - Scroll Mix,Roy Davis Jr.;Peven Everett,127.979,0.448,-13.209,0.467
Devil On My Shoulder,Chelsea Cutler,129.955,0.323,-9.579,0.372
Agoya,The Souljazz Orchestra,115.967,0.88,-5.531,0.783
Shiawase - VIP,Dion Timmer,150.096,0.98,-0.563,0.5
Acapulco,Jason Derulo,122.062,0.792,-4.021,0.507
"Iko Iko - From ""Alvin And The Chipmunks: The Road Chip"" Soundtrack",Alvin & The Chipmunks,169.933,0.867,-3.411,0.962
Pachchadanamey,Hariharan;Clinton Cerejo,175.975,0.328,-18.843,0.546
I Can't Be - Ilkan Gunuc Remix,Hakan Akkus;Ilkan Gunuc,117.997,0.536,-7.868,0.337
Jawani,Arjan Dhillon,99.944,0.69,-7.811,0.429
Gang Outside,kizaru;Milian Beatz;Lil Gotit,118.974,0.594,-8.888,0.545
Jumpin' Jack Flash,Thelma Houston,132.751,0.697,-11.461,0.817
I Shot The Sheriff,The Wailers,96.96,0.641,-9.349,0.741
Back From The Dead - Original Mix,Paul Elstak;Partyraiser,92.563,0.867,-4.35,0.539
OK Not To Be OK,Marshmello;Demi Lovato,103.072,0.837,-5.025,0.263
Growing Pains,Alessia Cara,191.139,0.753,-6.274,0.455
Anything You Synthesize - Ambient,The American Dollar,120.116,0.0936,-22.248,0.0308
King Of Kings - Live at Hillsong Conference,Hillsong Worship;Brooke Ligertwood,135.887,0.427,-8.049,0.184
Singin' to Strangers,The Wood Brothers,152.819,0.772,-5.386,0.653
We Didn't Start the Fire,Billy Joel,145.024,0.967,-5.206,0.895
Pobre Diabla,Don Omar,91.993,0.787,-6.228,0.771
Baa Baa Black Sheep,CoComelon,199.955,0.396,-11.266,0.969
Omega,Greyboy,108.383,0.876,-8.079,0.894
Island (feat. Nevve),Seven Lions;Wooli;Trivecta;Nevve,150.128,0.836,-3.323,0.248
Duas Vezes Você - Ao vivo,Bruno & Marrone,134.96,0.789,-6.98,0.681
The Little Drummer Boy,Stevie Wonder,134.511,0.448,-13.53,0.351
I Took A Pill In Ibiza - Seeb Remix,Mike Posner;Seeb,104.39,0.806,-5.198,0.646
Por Te Amar Demais,Gusttavo Lima,182.066,0.86,-3.471,0.897
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,189.857,0.606,-6.646,0.275
I Don't Like To Sleep Alone,Paul Anka;Odia Coates,127.164,0.557,-9.696,0.26
Frederick's Soliloquy,Roger Bart,161.191,0.292,-8.178,0.535
Medea,Kerala Dust,108.016,0.303,-15.485,0.035
Midnite Cruiser,Steely Dan,99.197,0.644,-10.273,0.722
Jab Se Tere Naina,Monty Sharma;Shaan,79.968,0.653,-7.576,0.678
Da.vironment,Proem,113.354,0.614,-16.593,0.337
Paper Mache World,Matilda Mann,180.109,0.754,-5.818,0.575
"Слушайте, если хотите",Надежда Обухова,131.712,0.0819,-15.578,0.19
"Lieutenant Kijé, Symphonic Suite, Op. 60: IV. Troïka",Sergei Prokofiev;Chicago Symphony Orchestra;Claudio Abbado,77.903,0.145,-18.732,0.329
Sound the Alarm,The Knocks;Rivers Cuomo;Royal & the Serpent,101.006,0.788,-3.064,0.774
Acid Attack,Ann Clue;Boris Brejcha,124.988,0.369,-15.336,0.221
Road to Nowhere - Original Mix,Delano Smith,123.935,0.3,-14.378,0.243
Fight the Dragons,Norbert Leo Butz,88.867,0.404,-10.213,0.373
Cult of Personality,Living Colour,92.031,0.918,-3.463,0.539
Yellow Paper Daisy,When Chai Met Toast,105.829,0.442,-10.485,0.687
Hey Girl,Stephen Sanchez,121.775,0.505,-7.777,0.244
Carry Me Away,John Mayer,119.997,0.713,-6.626,0.744
Nobody Said It Was Easy [Mix Cut] - Original Mix,Evil Activities,172.792,0.834,-6.64,0.058
Here to Forever,Death Cab for Cutie,157.991,0.773,-8.324,0.934
O horizonte é logo alí,O Rappa,159.968,0.917,-4.996,0.645
I Want You (feat. braev),Yotto;braev,123.948,0.674,-9.056,0.0364
In the End,Linkin Park,105.193,0.844,-6.567,0.464
Faint,Memphis May Fire,135.001,0.905,-5.658,0.405
Girls Love Snoop,JANE HANDCOCK;Snoop Dogg,91.981,0.445,-8.575,0.904
Anacrônico,Pitty,138.111,0.868,-6.083,0.561
Long Way Home (Tritonia 400),Tritonal;HALIENE;SCHALA;Jorza,129.913,0.77,-3.514,0.411
Ich geb uns nicht auf,Matthias Reim,172.041,0.79,-5.358,0.296
Coração Radiante - Ao Vivo,Xande De Pilares,98.005,0.754,-6.838,0.95
Duality,Slipknot,143.772,0.982,-3.026,0.194
2009,Mijo,194.82,0.685,-4.944,0.45
Então Pode Ir / Se Não Tivesse Ido (Ao Vivo),Ícaro e Gilmar,104.141,0.576,-4.951,0.544
Homens De Bem,Projota;Nando Reis,78.949,0.586,-6.526,0.676
La Luz de un Fósforo - En Vivo,Ariel Ardit;Orquesta Tipica,113.526,0.436,-5.975,0.46
Casualidad,Nacho;Ozuna,101.067,0.855,-5.041,0.867
Shot in the Dark,John Mayer,122.008,0.556,-9.184,0.587
Karate,Kollegah;Casper,78.632,0.717,-6.055,0.357
Smack Alors On Danse - Dub Edit,Shade k;Terrie Kynd,132.035,0.901,-5.798,0.825
Going Down,Freddie King,167.936,0.526,-11.352,0.637
Dying Freedom,Paradise Lost,130.189,0.92,-9.214,0.372
Since U Been Gone - Acoustic Version,Thomas Daniel,94.981,0.162,-13.31,0.366
Overtime (MIRAMAR Remix),JADED;MIRAMAR,123.978,0.897,-4.855,0.372
Tera Hone Laga Hoon,Atif Aslam;Alisha Chinai;Pritam,119.982,0.771,-5.353,0.539
Eu Busco uma Estrela / Esta Noite Foi Maravilhosa (Ao Vivo),Ícaro e Gilmar,201.438,0.546,-5.29,0.424
Nada por mim - Acústico,Kid Abelha,128.183,0.471,-10.508,0.361
God Only Knows,Kina Grannis;Imaginary Future,106.686,0.125,-15.901,0.507
Tack Och Förlåt,Terra ,144.959,0.858,-5.562,0.56
Omni,Numb,160.004,0.34,-15.91,0.0391
Cumprirás,Central 3,146.752,0.482,-7.948,0.152
"Family (feat. Bebe Rexha, Ty Dolla $ign & A Boogie Wit da Hoodie)",David Guetta;Bebe Rexha;Ty Dolla $ign;A Boogie Wit da Hoodie,88.063,0.717,-6.61,0.685
If You're Happy and You Know It,LooLoo Kids,147.989,0.873,-4.491,0.967
Ocidentes Acontecem,Nomade Orquestra;Edgar,132.043,0.743,-6.306,0.471
Słońce,Vivat,127.995,0.815,-4.55,0.904
Charlie Brown Jr.,Charlie Brown Jr.,108.243,0.953,-3.128,0.633
One Way Or Another - Remastered/2001,Blondie,162.487,0.914,-5.4,0.904
Earthday ( John Tejada Remix ),Karsten Pflum;John Tejada,133.993,0.859,-9.072,0.663
Algo Me Gusta De Ti,Wisin & Yandel;Chris Brown;T-Pain,127.949,0.769,-5.296,0.237
B2B,James Hype;Tita Lau,124.018,0.955,-6.613,0.908
Are You Bored Yet?,Wallows;Clairo,120.027,0.683,-6.444,0.64
Redentor,Marcelo Markes;Sarah Beatriz,131.816,0.706,-7.743,0.085
ときめきHighレンジ!!!,SUPER☆GiRLS,165.037,0.943,-3.121,0.846
重陽,Tang Siu Hau,98.312,0.339,-10.618,0.315
Spreading the Dis-ease,Agoraphobic Nosebleed,110.858,0.996,-1.348,0.0357
The Kids Aren't Alright,The Offspring,99.607,0.943,-4.203,0.766
Nonsense Bungaku,Eve,154.071,0.941,-1.498,0.848
School road,RADWIMPS,199.743,0.342,-8.153,0.239
Tyson,Los Caligaris,156.021,0.884,-3.359,0.657
"Peer Gynt Suite No. 1, Op. 46: 4. In The Hall Of The Mountain King",Edvard Grieg;Gothenburg Symphony Orchestra;Neeme Järvi,94.292,0.042,-19.736,0.197
One Kiss (with Dua Lipa),Calvin Harris;Dua Lipa,123.994,0.862,-3.24,0.592
Me Dediqué a Perderte,Alejandro Fernández,147.611,0.471,-8.182,0.54
La Ruta del Tentempié,Charly García,132.495,0.552,-9.031,0.82
Merdu Untukmu - Outro,Tulus,85.258,0.124,-22.22,0.796
Meu bem - Ao vivo,Ferrugem,84.923,0.838,-5.931,0.501
I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,Kacey Musgraves;Lana Del Rey,139.592,0.183,-15.414,0.381
I'm Good (Blue),David Guetta;Bebe Rexha,128.04,0.965,-3.673,0.304
Vacation (feat. Veronica),Damon Empero;Veronica,175.991,0.814,-6.644,0.472
Sunset Bird - Piano Septet Version,Yiruma,143.964,0.224,-15.074,0.319
Halloween,Misfits,108.729,0.937,-9.01,0.0957
Jaat Da Muqabala,Sidhu Moose Wala,99.983,0.934,-2.431,0.749
Estou Apaixonado por Você,Robério e Seus Teclados,90.989,0.816,-7.082,0.933
The Middle,Jimmy Eat World,162.151,0.848,-5.385,0.928
Puppe,Rammstein,116.929,0.822,-7.341,0.3
Golden Brown,The Stranglers,93.764,0.383,-15.474,0.599
Babička - Stereoact #Remix,Stereoact;Karel Gott,128.044,0.814,-6.305,0.41
Laugh You out the House,Everything But The Girl,102.807,0.671,-10.096,0.925
Oru Kan Jaadai,Yuvan Shankar Raja;Benny Dayal;Shweta Pandit,149.984,0.772,-6.544,0.757
Horsepower - F.O.O.L & TOKYO ROSE Remix,MUZZ;F.O.O.L;TOKYO ROSE,109.982,0.765,-3.588,0.0395
Controlando la Nación,Serpentor,161.377,0.989,-1.534,0.38
In The Night,Aril Brikha,122.006,0.559,-10.442,0.466
Electricity (with Dua Lipa),Silk City;Dua Lipa;Diplo;Mark Ronson,118.159,0.67,-6.439,0.505
Bésame (I Need You) (with TINI & Reik),R3HAB;TINI;Reik,99.984,0.701,-6.029,0.273
Si No Es Ahora,Timbiriche,141.374,0.896,-7.635,0.924
Distant Night,Maneli Jamal,73.69,0.0615,-14.922,0.254
Hold That Thought,Local H,206.071,0.956,-4.173,0.439
Mr. Brightside,The Killers,148.104,0.931,-3.759,0.251
Pasos - Remasterizado 2007,Soda Stereo,88.906,0.581,-10.358,0.356
Kakkakarumban,Sujatha,103.993,0.426,-8.632,0.772
Nashid,Ata Ebtekar,69.785,0.936,-6.521,0.204
Let Me Love You,DJ Snake;Justin Bieber,199.892,0.715,-5.371,0.159
Unshaved Mysteries,Couple Skate,123.719,0.939,-4.329,0.0865
Grey Days,S.P.Y,113.348,0.844,-4.633,0.13
Sai da Minha Aba (Bicão) - Ao Vivo,Gigantes do Samba,105.017,0.944,-5.299,0.473
We Okay,Rytikal,65.073,0.634,-5.783,0.545
Courtside,Tim Atlas,129.02,0.83,-7.208,0.936
Chaos Above Order,Trivax,124.149,0.997,-4.809,0.0395
Tel Aviv,Youri,106.547,0.607,-8.755,0.414
Transar No Escuro,Charlie Brown Jr.,170.03,0.968,-5.175,0.555
Main Titles - The Little Mermaid,Alan Menken;Disney,81.648,0.338,-12.785,0.0919
Survive,Jimmy Buffett,146.689,0.13,-16.808,0.369
The Question,Bodysnatcher,131.27,0.954,-5.559,0.215
Triple S,13 Block,145.04,0.495,-8.997,0.407
Sangrando (Ao Vivo),Maria Bethânia,107.16,0.522,-4.537,0.358
ID2 - Radio Edit,Dimitri Vangelis & Wyman,127.983,0.906,-5.382,0.212
Para Darte Fuego,Jerry Rivera,102.466,0.651,-5.507,0.922
Moth to the Flame,Chairlift,119.056,0.816,-6.214,0.568
Proljetna šetnja,Frano Stanić,98.207,0.0598,-30.727,0.364
Yeh Honsla,Salim–Sulaiman,125.029,0.574,-8.14,0.615
Don't Care,Sullivan King,169.718,0.964,-1.389,0.21
Son de la Loma,Manu Dibango;Cuarteto Patria,103.72,0.741,-4.425,0.936
Get It On Tonite (Re-recorded / Remastered),Montell Jordan,99.029,0.543,-7.633,0.891
Layla,Derek & The Dominos,115.669,0.902,-3.88,0.497
Manners,Austin George,94.033,0.612,-7.197,0.597
今今ここに君とあたし,Creep Hyp,116.276,0.903,-3.038,0.592
Mission: Accomplished,Lorne Balfe,168.635,0.402,-10.886,0.568
Preserved for Pleasure,Gorgasm,134.714,0.995,-3.899,0.04
Tennessee Pusher,Old Crow Medicine Show,129.441,0.328,-9.602,0.529
Stranger To Yourself,Loving,164.33,0.409,-10.732,0.151
Dueno De Nada,Raulin Rosendo,94.508,0.745,-6.584,0.957
Uncover,Zara Larsson,89.887,0.529,-4.464,0.308
Baby Do,Randall King,116.05,0.86,-5.498,0.637
I'm in a Rut,Sophie Pecora,123.969,0.601,-5.54,0.564
Pra Começar - Live,Marina Lima,119.562,0.854,-6.796,0.516
Pepas,Farruko,130.001,0.766,-3.955,0.442
Ich bau dir ein Schloss,Jürgen Drews;Matthias Reim,130.013,0.995,-4.599,0.742
約定,Faye Wong,80.015,0.324,-12.13,0.161
Cores Do Universo,Maneva,130.0,0.719,-6.096,0.674
Ömrümün Sonbaharında,Barış Manço,72.326,0.247,-14.965,0.35
Guns Out,Vybz Kartel;SSMG Productionz,89.058,0.865,-8.859,0.889
Heart-Shaped Box,Nirvana,203.006,0.641,-10.283,0.382
Square Hammer,Ghost,129.986,0.903,-4.396,0.746
tear gas,Architects,85.985,0.875,-3.556,0.322
BOUNCE,DING DONG;Dunw3ll,199.488,0.825,-2.869,0.476
Esperando Na Janela - Live,Frank Aguiar;Marcos & Belutti,169.849,0.811,-5.55,0.707
The Blower's Daughter,Damien Rice,133.054,0.2,-13.569,0.074
Backyard Boy,Claire Rosinkranz,138.015,0.635,-7.246,0.454
İyilik Meleğim,No.1,100.004,0.664,-11.136,0.546
Driving - Acoustic,Everything But The Girl,174.028,0.19,-13.443,0.359
EL MAKINON,KAROL G;Mariah Angeliq,89.109,0.705,-3.224,0.456
"Sotta Sotta (From ""Taj Mahal"")",Sujatha,94.991,0.414,-11.214,0.401
Jingle Jingle,Pritam;Mohit Chauhan;Master Saleem;Anvita Dutt,92.02,0.477,-13.406,0.695
情比雨絲,Paula Tsui,101.332,0.272,-14.558,0.191
Como Dizia O Mestre,Benito Di Paula,87.092,0.477,-9.784,0.398
Mambalamam Mambalam Mango Song,ChuChu TV,79.575,0.485,-12.522,0.905
Girassol,Alceu Valença,109.021,0.576,-6.057,0.556
Evening Light,Akira Kosemura,123.787,0.0399,-27.124,0.147
Diamond Body,Mavado;Stefflon Don,102.884,0.64,-4.6,0.398
"Shins Up, Tins Up",The Beefs,105.277,0.93,-4.267,0.657
Diagnosis,Iron Lung,70.778,0.994,-7.422,0.0376
Encontrar Alguém,Jota Quest,110.412,0.842,-6.424,0.798
008 A1,ONYVAA,131.99,0.701,-13.019,0.0306
Ray Laid Low,Randy Newman,76.305,0.144,-17.011,0.0372
Black Magic Woman,Santana,124.359,0.552,-7.102,0.633
200度,Sally Yeh;David Ling Jr;Philip Kok;Tom Brown,134.897,0.576,-7.817,0.954
Worth Every Mile,Travis Tritt,77.235,0.298,-14.499,0.169
Fairytale of New York (Edit) - Radio Edit,The Pogues;Kirsty MacColl,117.916,0.346,-14.313,0.358
Identidade,Jorge Aragão,97.79,0.625,-10.287,0.834
Brave The Storm,Frequencerz,149.982,0.955,-2.187,0.114
涙がまだ悲しみだった頃,Nogizaka46,163.875,0.906,-2.912,0.641
"Come On, Christmas",Matthew West,134.98,0.846,-3.423,0.714
Each Time You Fall in Love,Cigarettes After Sex,75.927,0.533,-8.843,0.285
Soul Heights,Glenn Underground,120.034,0.686,-11.002,0.764
Hope,Ashbury Heights,128.996,0.731,-7.427,0.471
Superman,Robert Hood,138.789,0.979,-9.394,0.557
Mohre,Electroqute,180.071,0.979,-3.125,0.269
Kanja Poovu Kannala,Yuvan Shankar Raja;Sid Sriram,109.971,0.692,-6.353,0.514
PPP,Kevin Roldan,92.994,0.625,-6.83,0.774
Hammer,Loyla Lo,75.093,0.218,-14.49,0.496
Nicht verdient - Rock Edit,Michelle;Matthias Reim,128.005,0.817,-4.735,0.655
The Melody - Versus Edit Version,Carl Craig,123.027,0.484,-14.844,0.502
Joy & Pain,Ten City,123.102,0.707,-8.954,0.716
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick;Robin Schulz,123.002,0.886,-5.356,0.78
Den som ser havet,Jonas Lundqvist,119.007,0.676,-7.129,0.401
Time - feat. Jules Buckley,Tale Of Us;Pete Tong;Jules Buckley,126.0,0.834,-11.908,0.0404
Ainda Te Amo,Calcinha Preta,101.98,0.526,-6.173,0.489
虹,Masaki Suda,143.961,0.6,-5.049,0.296
Owo Mi Da,Tiwa Savage,119.027,0.877,-2.864,0.825
Take A Break,Scooter,142.033,0.945,-6.302,0.103
Kalasala Kalasala,Thaman S;L. R. Eswari;T. Rajendar;Solar Sai,154.928,0.895,-7.328,0.835
"Carmen: ""Danse des gitans""",Georges Bizet;Francesco Verzillo;Danilo Dellepiane,127.091,0.0852,-20.606,0.626
I Believed,Skinny Atlas;dhan,120.017,0.265,-11.224,0.32
Everyday People,Sly & The Family Stone,114.524,0.497,-10.656,0.765
Landing Pad,Beat Oven,83.366,0.31,-13.167,0.367
Start The Engine,Joris Delacroix;Ornette,119.974,0.78,-9.381,0.312
Lobby,Anitta;Missy Elliott,111.902,0.711,-5.199,0.436
Mi Gente,J Balvin;Willy William,104.959,0.687,-4.818,0.308
Therapy,Moderat,110.008,0.63,-8.885,0.106
Hangisi Doğru,Hayki,139.841,0.731,-6.601,0.491
Sorry,NTRL,95.991,0.85,-7.375,0.421
Escapar,Natalia Jiménez,128.022,0.859,-6.065,0.456
Gone Away (A Song For Starr),Cold,113.845,0.8,-5.398,0.139
I’ te vurria vasa (Live),Oleg Pogudin,101.586,0.553,-9.722,0.14
The Hell Song,Sum 41,173.429,0.935,-5.529,0.658
У реки,"Nikolai Erdenko;Ансамбль ""Джанг""",154.325,0.391,-17.031,0.82
Adils fall,Månegarm,155.98,0.93,-3.798,0.54
Nerve Flip,Red Hot Chili Peppers,176.366,0.936,-4.005,0.418
At My Worst (feat. Kehlani),Pink Sweat$;Kehlani,92.043,0.484,-5.579,0.35
Heartbreak Hotel,Elvis Presley,93.577,0.295,-8.672,0.729
Su Majestad,La Matatena,199.97,0.729,-5.264,0.229
Nada,Cali Y El Dandee;Danna Paola,173.905,0.808,-2.737,0.712
Vas A Quedarte,Aitana,89.222,0.508,-3.522,0.167
Cynical Entity,Aversions Crown,145.111,0.972,-4.435,0.0381
Lämna mig inte i det här skicket,Håkan Hellström,120.038,0.732,-6.813,0.389
Silver Lining,Thomas Lizzara,121.981,0.737,-5.015,0.702
Redlight,Swedish House Mafia;Sting,125.012,0.655,-5.999,0.207
Sleepy Hollow,Roy Orbison,90.803,0.271,-11.448,0.344
D-Funktional,Mekon;Afrika Bambaataa,126.975,0.983,-2.758,0.822
I'm the Mountain,Stoned Jesus,136.391,0.396,-11.641,0.0656
Amazing Grace,George Jones,97.833,0.245,-9.678,0.244
Confetti in m'n Sokken,Gekkenhuys;Fleur,161.964,0.983,-4.247,0.185
Animals,Martin Garrix,128.01,0.857,-6.7,0.0378
Dhalti Rahe - Stripped.,Twin Strings,143.92,0.159,-16.91,0.447
Black Terminal (Upgrade),Blue Stahli;Danny Cocke;Inversion,160.041,0.938,-6.424,0.703
The Boogie Man,The Jackson 5,116.6,0.893,-3.359,0.908
De quién son esos ojitos,Magdalena Fleitas,126.69,0.106,-16.431,0.674
Sweet Sahumerio - Remasterizado 2007,Soda Stereo,113.966,0.665,-12.186,0.206
Time Capsule,Amatsuki,185.135,0.724,-10.021,0.635
Cordeiro e Leão - Ao Vivo,Central 3;Pevê Brito;Drops INA,101.931,0.546,-7.633,0.2
Focus On Your Own Family,Off With Their Heads,109.464,0.988,-3.904,0.275
Anastasia Seabiscuit,Chad Daniels,86.087,0.818,-8.723,0.455
Juan el Guapo,Mr Black El Presidente,120.115,0.651,-12.075,0.971
The Maps,Alexandre Desplat,83.613,0.08,-24.875,0.0382
Messed Up On Christmas,Lyn Lapid,93.995,0.233,-12.894,0.407
Silence,Popcaan,93.872,0.558,-6.745,0.422
Tuuduuu - Original Mix,Frontliner,150.005,0.896,-8.187,0.272
Don't You Hold Me Down,Alan Walker;Georgia Ku,123.975,0.839,-4.046,0.303
Never Say Goodbye,SWAY;EXILE SHOKICHI;SALU,105.001,0.915,-3.56,0.354
